timestamp,hostname,process_name,process_id,query_name
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1332,www.github.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1593,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1280,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1523,www.google.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1328,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1526,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1070,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1474,www.github.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1500,www.github.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1157,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1941,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1268,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1890,www.google.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1458,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1469,www.google.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1771,www.github.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1073,www.google.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1992,www.google.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1700,www.google.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1133,www.github.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1227,www.github.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1050,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1576,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1719,www.google.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1134,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1254,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1615,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1432,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1750,www.google.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1133,www.github.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1781,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1005,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1331,www.github.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1736,www.google.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1247,www.google.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1923,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1062,www.google.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1487,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1545,www.github.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1979,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1349,www.github.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1692,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1026,www.github.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1027,www.google.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1907,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1073,www.google.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1039,www.google.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1580,www.google.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1679,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1877,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1871,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1411,www.google.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1936,www.github.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1506,www.google.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1010,www.google.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1827,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1811,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1575,www.google.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1679,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1005,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1792,www.google.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1015,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1028,www.github.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1857,www.google.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1762,www.github.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1800,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1893,www.google.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1547,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1255,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1096,www.google.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1956,www.google.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1260,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1811,www.github.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1882,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1907,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1918,www.google.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1266,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1109,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1154,www.github.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1581,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1241,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1223,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1127,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1427,www.github.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1447,www.github.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1497,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1021,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1759,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1154,www.google.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1720,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1221,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1469,www.github.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1455,www.google.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1475,www.github.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1590,www.github.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1576,www.google.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1514,www.github.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1576,www.google.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1957,www.github.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1787,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1262,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1105,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1420,www.github.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1048,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1083,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1537,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1455,www.google.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1239,www.github.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1405,www.github.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1396,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1491,www.github.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1428,www.github.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1096,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1388,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1735,www.google.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1950,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1039,www.github.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1035,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1190,www.google.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1969,www.github.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1793,www.github.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1763,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1274,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1618,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1781,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1216,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1736,www.github.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1435,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1918,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1565,www.github.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1763,www.google.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1142,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1282,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1151,www.google.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1386,www.google.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1487,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1195,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1614,www.github.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1546,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1808,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1142,www.github.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1952,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1547,www.google.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1646,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1528,www.google.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1302,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1635,www.github.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1926,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1792,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1643,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1065,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1071,www.github.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1693,www.github.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1155,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1021,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1833,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1652,www.google.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1755,www.google.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1135,www.github.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1407,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1408,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1590,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1205,www.google.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1115,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1614,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1989,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1514,www.github.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1239,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1183,www.google.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1716,www.google.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1903,www.google.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1589,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1068,www.google.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1465,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1621,www.github.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1787,www.github.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1535,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1449,www.google.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1947,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1325,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1859,www.github.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1892,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1787,www.google.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1409,www.github.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1484,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1098,www.google.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1932,www.google.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1545,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1728,www.github.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1083,www.google.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1945,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1275,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1369,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1739,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1017,www.github.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1108,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1688,www.github.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1745,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1612,www.github.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1371,www.github.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1450,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1178,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1789,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1840,www.github.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1083,www.github.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1634,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1162,www.github.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1545,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1224,www.github.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1294,www.github.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1028,www.google.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1988,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1996,www.github.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1653,www.github.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1225,www.google.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1903,www.google.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1058,www.google.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1596,www.google.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1318,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1683,www.github.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1754,www.google.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1805,www.github.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1030,www.google.com
2025-09-18T10:02:00,DESKTOP-A,svchost.exe,1574,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1728,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1619,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1337,www.github.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1260,www.google.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1865,www.google.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1344,www.office365.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1711,www.github.com
2025-09-18T10:02:00,DESKTOP-A,chrome.exe,1987,www.stackoverflow.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1624,www.github.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1302,www.github.com
2025-09-18T10:02:00,DESKTOP-A,explorer.exe,1885,www.github.com
2025-09-18T10:02:00,DESKTOP-A,winword.exe,1138,www.stackoverflow.com
